text1,text2,pred,truth
unparalleled for valor,unparalleled for valor,0.9995,True
restroom,double_cross,-0.009926,False
Japanese-American relations,tiger fur,-0.00095,False
green sand,molding sand,0.7866,True
(dragging a large or heavy item) slowly,to balance (oneself),0.08246,False
isn't it,to smell,-0.207,False
superiority,bottom,-0.207,False
portrait orientation,unfaithful,0.01032,False
to use (for another purpose),shred,-0.001987,False
notable,CIA,-0.07025,False
tract,stain,0.24,False
Latin script,batch processing,0.02368,False
reported,play_up,0.0319,False
hysteric,colorlessness,-0.02946,False
to throw out (everything inside),Old Fashioned glass,-0.03644,False
tame,proceeding to Kyoto,0.03275,False
extremely,laziness,-0.11206,False
faeces wine,faeces wine,1.0,True
Sinai inscriptions,Sinai inscriptions,1.001,True
longstanding foe,screen,-0.01823,False
net pay,to temper a sword,0.0786,False
curtain,imparting,0.05887,False
deduction,woman who has divorced and moved back to her parents,-0.05746,False
to ooze,devotion,-0.2346,False
deep emotion,struggle for existence,0.03738,False
FIFO,inferiority complex,-0.11646,False
private bank,private bank,1.0,True
Scaramouche,(serving at someone's) side,-0.10455,False
biped,to call home,0.1333,False
stand_firm,reception hall (in a temple or palace),0.268,False
upper parterre (e.g. in a kabuki theatre),ume liqueur,-0.014084,False
remnant,enter,-0.1587,False
single-mindedly,earnestly,0.821,True
one-owner (e.g. car),disagreeing,0.1084,False
antihero,politician lobbying for the benefit of the private industries to which they are connected,-0.01709,False
by the way,casting,-0.2238,False
in,finasteride,-0.08203,False
playful,grim,-0.1631,False
graphics printer,Hyundai Group,-0.2004,False
popgun,widely read and well-informed,-0.0635,False
courteous,wireless Internet access,-0.0803,False
to prune,to shear,0.8667,True
entirely,or,0.2925,True
heavy,pantaloons,0.01944,False
clean,echinococcus,-0.03418,False
mother's feeling as she waits for her child to return,outer product,-0.09283,False
development,relic,-0.003096,False
selfless,disinterested,0.638,True
ascomycete,think_over,-0.07416,False
to jinx,streetboard,-0.0886,False
inductive,psyllium (seed husks of certain plaintains used in nutritional supplements),0.03903,False
clean,clean,1.0,True
take-off (of an aircraft),blast-off,0.6357,True
great depth,great depth,0.9995,True
"to make (nigirizushi, rice ball, etc.)",black-haired horse,-0.0416,False
run_over,artichoke (Cynara scolymus),-0.01915,False
founder,introducer,0.573,True
settlement,smoking,0.06665,False
personal attendant,inability,0.05804,False
what did you just say (to me)?,dog meat,0.10364,False
walk,die_off,0.587,True
the best medicine (i.e. sake),to cost,0.04187,False
disconnection (of a wire),knee-swing (gymnastics),0.0685,False
bribe,Yasuda Women's University,0.04636,False
drupe,person on duty,0.02191,False
cold,hotness,-0.1912,False
misery index,becoming gaunt,0.08276,False
horizontal stone chamber,corridor-type tunnel tomb,0.57,True
fragile,convulsions,0.138,False
diadem,unmindfulness,-0.02188,False
subscriber,rental payment,0.2192,False
cash currency in circulation,cash currency in circulation,0.9995,True
having a poor endgame,having a poor endgame,1.0,True
date of expiry,impervious,-0.0613,False
elbowing (someone),samurai of the lowest rank,-0.1686,False
cochineal insect (Dactylopius coccus),syllabic nasal (in Japanese),0.10077,False
black text,fable,0.1609,False
popularity,favorable reputation,0.7515,True
breathless,fold,0.2678,False
Yupian (ancient Chinese dictionary),cassette,-0.04266,False
overlooking,sharp,-0.08093,False
repulsion,petrography,0.02489,False
egoism,rising of the tide,-0.06635,False
canard,germinated brown rice,0.02495,False
exposure,stealing into a girl's bedroom at night to make love,0.0962,False
multiple-choice,foot race,0.0364,False
to vary,peculiar,0.1924,False
score reading,score reading,1.0,True
Ministry of the Economy (Brazil),Ministry of the Economy (Brazil),0.9995,True
far from it!,lie,0.0746,False
aloof,practical,0.1461,False
civilian,similar story,-0.06616,False
success or failure,result,0.625,True
hostess (in a ryokan),"New Ainu Law (aimed at promoting and protecting Ainu culture; 1997, 2019)",0.06647,False
container terminal,long-lasting,0.02081,False
to treat with contempt,"taking advantage of undisclosed information, esp. in insurance",0.0694,False
to try to have it both ways,the exact opposite concept (idea),0.3328,False
folk,abnormal,-0.05502,False
mitigation measure,sugarless,0.2142,False
scent_out,boxcar,0.00819,False
venture business,good-for-nothing,-0.0965,False
business schedule,neither one thing nor the other,-0.0754,False
appearance,disappearance,-0.0209,False
late,program production time,0.1458,False
differ,to relate,0.181,False
mast,long time,0.002193,False
nomophobia,36 Initials (system for transcribing initial consonants of Middle Chinese),0.07587,False
Furfur,to make an adjustment to one's hair,0.03616,False
barn,shame of an unendurable disgrace,-0.10425,False
cheeky,loud explosion,0.03406,False
ideological,half-width katakana,-0.01346,False
midnight,to have a pleasant aroma,0.08826,False
disassembly,more ... than that,-0.006824,False
advance,any,-0.1727,False
only because ...,to assume a solemn air,-0.07806,False
bold,"bald spot (e.g. on a pet due to injury, stress, etc.)",-0.03775,False
utility function,pride,0.1565,False
cavity,long-cherished,0.02089,False
peer,aged hero,-0.0008264,False
to become corrupt,traffic control,-0.02155,False
reservation desk (of an airline),to feel sorrow,0.0729,False
selling out before the price drops (usu. shares),extolment,-0.0801,False
public money,experienced,-0.1296,False
piecemeal,nowadays,-0.03806,False
exudation,extraction,0.6953,True
all girls eventually awaken to sex,fan painted with a picture,-0.02284,False
appointing someone to a position of trust,introverted,0.152,False
matmaker,to leap out,0.02113,False
curve,unbend,-0.0615,False
mild,unfriendly,0.02466,False
menstrual irregularity,it is highly unlikely that ...,-0.05463,False
unrivaled,unrivalled,0.9443,True
listings magazine,non-delivery notification,0.0899,False
courtesy,drawing room,-0.06213,False
dilution,playground zipline,-0.1028,False
dilution with water,school with a high proportion of graduates accepted into high-ranking universities,0.06012,False
aggregated,agglomerated,0.757,True
brilliant,brilliant,1.0,True
substitution effect,level of comfort (of objects you sit on),-0.01599,False
to agree,wide reading,-0.1722,False
peal,Lycaon (genus containing the African wild dog),-0.1063,False
self-adhesive wallpaper,to spill,-0.0762,False
banishment,to restrain,0.2081,False
losing weight,yang number,-0.1234,False
large slab of rock,pink quill (Tillandsia cyanea),0.1604,False
temporal art,person of ideas,-0.0001988,False
poor,in that vein,-0.002401,False
not equal,to resolve,-0.1313,False
enclosed sea,here,0.04593,False
successor,(Confucian) scholar,0.1125,False
textbook,textbook,1.001,True
obsession with cleanliness,whoever,-0.0818,False
to go bad,to get wild,0.594,False
play_down,type of income tax return filing which allows for special income deductions,-0.0629,False
phenol,paraffin,0.006905,False
cash gift from local government to the elderly (often on 77th and 88th birthdays),curve,-0.001622,False
elegance,inelegance,-0.0336,False
a number of,generic layout structure,-0.04065,False
adding or removing rolling stock to a train that is in service,wing,0.1106,False
fuel expenses,cost of fuel,0.79,True
obstinate,adventure,0.03802,False
unpoetic,refined,-0.1149,False
invincible,menstrual cup,-0.06323,False
child-care allowance,deregistered vehicle,-0.03516,False
resources,accidental resemblance,-0.0991,False
(religious) observance,operation code,0.06396,False
carat,to reward,0.04736,False
Cakrasamvara,LNG,-0.066,False
peace,era during 1960s dominated by grand champions Taiho and Kashiwado,0.0491,False
Choenomeles lagenaria,softhearted,0.01521,False
Old Black Joe (song by Stephen Foster),cosmetics,-0.04492,False
Polygonaceae (knotweed or smartweed family of plants),"box, etc. with glass bottom for viewing underwater",-0.0756,False
unbelief,Ringer Hut,-0.0295,False
to ripen,moral duty,-0.142,False
crossing an ocean by boat,the metal industry,0.1813,False
eye discharge,to issue (e.g. money order),-0.1995,False
gold-mining industry,crepe de Chine,-0.11694,False
"novel about one's education, spiritual growth, etc.","novel about one's education, spiritual growth, etc.",0.9995,True
technical intern training program,knob celery,0.01277,False
to bind,serial publication,-0.02538,False
imperial edict,doburoku (unrefined sake),0.02975,False
tourist industry,both persons,-0.01717,False
bravo!,unreasonable,0.06665,False
artificial knee joint replacement,tell_apart,-0.1963,False
receipt,disclaim,-0.01396,False
without demur,to drip,-0.0552,False
sounding out,measuring the depths (of a river),0.4146,True
to bathe in,oh no,-0.1382,False
to be extreme,those who want it,0.06494,False
night warfare,shipping,0.0944,False
every part of the world,the four corners of the world,0.7397,True
bad,bad,1.0,True
chief accountant in a daimyo's service (Muromachi period),repute,0.12164,False
Certificate for Students Achieving the Proficiency Level of Upper Secondary School Graduates,Certificate for Students Achieving the Proficiency Level of Upper Secondary School Graduates,1.0,True
your eminence,narrow-gauge railway,0.04745,False
persevering,persevering,1.001,True
slope,styles of Chinese martial arts that imitate the movements of a drunk person,0.02145,False
passing (along the way),extrusive,0.154,False
to exchange promises (esp. of marriage),halving,-0.104,False
to buy up,to buy up,1.0,True
pathname,"advantage (in soccer, rugby, etc.)",-0.0978,False
zoology,method,0.2004,False
excuse,excuse,1.0,True
to frame up,soft block (on Twitter),-0.05545,False
stupa,paid,0.01509,False
spirituality,ukiyo-e print featuring a playful or humorous juxtaposition of contemporary and traditional elements,0.04138,False
circulation of money,contention,-0.0871,False
disconnectedness,to dip out,0.02663,False
science fiction,Minister of Finance,-0.1421,False
school with a high proportion of graduates who go on to university or junior college,quivering,-0.0715,False
shoulder bag,to dismiss (an employee),-0.007652,False
to sum up,paper print,-0.03378,False
midfield (in a horse race or motor race),virtuous mind,0.04446,False
red cobalt,red cobalt,1.0,True
vigor (vigour),exterior,-0.05734,False
resolution,electric scooter,-0.01895,False
well,chemistry (between people),-0.02626,False
feudal system,leave no room for scandal,-0.10034,False
mark-to-market valuation,fair valuation,0.8145,True
the excitement dies down,homecoming,-0.01131,False
different,concentric,-0.178,False
to return,station service,0.06854,False
PER,reference,0.1473,False
to become desiccated (e.g. of ideas),drink_down,-0.07275,False
unhesitatingly,fluid,-0.0874,False
(on) one's deathbed,to throw away,0.004585,False
something that will help one develop in the future,corporate body,-0.02309,False
diffusion,achievement test,0.1057,False
efficacy,disappear,-0.01465,False
innovation,ruler of a country,-0.10724,False
capable,capable,1.0,True
trust,Eastern pigfish,-0.004128,False
waters edge,sleep,-0.0829,False
print,heaven's gift,-0.068,False
routing protocol,unusual word,-0.1012,False
Khoi (people),Khoi (people),1.0,True
immediate fellatio (no shower first),immediate sex (without taking a shower first),0.3713,False
being destroyed,being worn out,0.8257,True
rustic,start,0.09985,False
irresoluteness,tapping,0.00823,False
round,softness,0.2391,False
self-discharge (of a battery),third-class ticket,-0.1301,False
drinking problem,intemperance,0.3464,True
running,being out in the open,0.1127,False
rich person,rich person,0.9995,True
simenian wolf (Canis simensis),simenian jackal,0.7104,True
again and again,"helmet with white hair coming out of the top, making the wearer look like an old person",-0.1079,False
meaningful,physical standard,0.04834,False
constraint,inconsideration,0.002739,False
contract,very popular,-0.002153,False
loose living,set_up,-0.03745,False
Yamato Japanese,refuse,0.0471,False
top notch,extend_to,0.618,True
next post,next post,1.0,True
remains,Wernicke's area,0.157,False
portable battery charger,horizontal striped pattern,-0.0717,False
cloth,reorganization,-0.0436,False
egg freezing,even_up,0.157,False
to snap,cultured meat,0.05548,False
symbol colour,stock exchange,0.012535,False
infield,cherry blossom,-0.05197,False
bureaucrat,Kachi-Kachi Mountain (folktale),0.005047,False
unidentifiable,discernible,0.1289,False
"next (e.g. ""next April"")",earlier,0.3718,False
ninaidaiko,woman-to-woman,0.2056,False
break,break,1.0,True
"to wring (towel, rag)",mystery shopper,-0.05405,False
square knot,set meal with grilled meat,0.06052,False
sprocket wheel,unsteadily (e.g. on one's feet),0.11237,False
basic technology,subsidiary ledger,-0.1847,False
mutual consent,to get frayed,-0.0818,False
bribe,bribe,1.0,True
careless,rude,0.676,True
dual citizenship,safety (well-being) of one's family,0.0295,False
shrinking,tummy time,-0.07965,False
to shirk,sanctuary,-0.02399,False
payment,nonpayment,0.015,False
re-emerging infectious disease,technical manuscript,0.05472,False
data medium,narrow_down,-0.06433,False
(sibling) from a different mother,radiation leakage,0.08057,False
break_up,legal office,-0.01107,False
to give more than a passing thought to,Bushido,-0.06494,False
electromagnetic compatibility,this month,-0.09924,False
expression of the eyes,(asserting) control,-0.02402,False
chef (Western cuisine),native,0.01344,False
Snow White,to believe firmly,0.0255,False
steel furniture,being well-known,-0.08655,False
sorting,declassification,0.1247,False
chancel,toy for use in the bath,-0.1936,False
to seem grown-up,picket line,-0.1356,False
frosted glass,doubling back,0.02095,False
leggings,to conclude,-0.2588,False
Federal National Mortgage Association (US),spine (of a book),0.0402,False
hey,pull_up,-0.0669,False
absolute music,"photographer, usually an amateur, who likes to take pictures of models and presenter ladies in exhibitions",-0.02324,False
understanding,agreement,0.6577,True
"your attention, please!","your attention, please!",1.001,True
mixture,child with a physical disability,-0.01953,False
foodstuff,house mosquito (genus Culex),-0.013466,False
elite,whole,0.1835,False
crafty,forest reserve or preserve,-0.1233,False
scaling down,unmown,0.001239,False
falling star,Corporate Reorganization Act,-0.02339,False
bringing in a sail,space weaponry,0.0612,False
sorrow at parting,NEITHER-NOR operation,0.261,False
Tano Shinkin Bank,acronym,-0.1265,False
no matter what people say,counter for scrolls,0.0723,False
to reject,to jilt,0.349,True
rural dialect,supreme command,-0.2068,False
finish,political dynasty,-0.0789,False
faithful,to get a small share of what someone is enjoying,-0.05295,False
forcible,pull,0.272,False
desalting,Common Management Information Service Element,-0.05768,False
the original work,factor,0.0487,False
calm,to end one's days,0.1967,False
season ticket,payment in substitutes,0.04248,False
bottom,acupuncture,-0.05878,False
grain stalk radical at left (radical 115),Anglican Episcopal Church in Japan,0.1869,False
color development,chromogenic development,0.7734,True
posthumous title,domestic commerce,-0.0953,False
one-by-one,default settings,-0.04645,False
giving a royal welcome,extending every courtesy,0.7524,True
broad daylight,deformity,-0.04047,False
to harmonize with,to harmonise with,0.99,True
commanding,permanent deformation,-0.0318,False
ideogram,voice of authority,0.3154,False
regretful,resolute,0.1268,False
crime,judgement,0.3918,False
characteristic,to waste,-0.1421,False
organization,organisation,0.978,True
nonsensical or offensive reply (on Twitter),watchman,-0.0524,False
to lose one's head,heap_up,-0.072,False
again,once again,0.868,True
sheen,to act towards,-0.236,False
shore radar television,rise_up,-0.147,False
wet wipes,tide (e.g. of public opinion),-0.08844,False
as much as possible,active fault,-0.0962,False
multiplayer game,shattering,0.013275,False
detestable,unpleasant,0.8647,True
Distributed Computing Environment,progress,-0.11884,False
piece of cake,start,0.1919,False
cut into large pieces,accidentally,-0.1166,False
Du Meredian,spore,-0.1288,False
altitude sickness,mountain sickness,0.789,True
toughness,boldness,0.6733,True
multi-drug-resistance,to be enthused,0.02977,False
gratification,removing partitions (to create an open space),0.0948,False
gummy,third and final proof,-0.03555,False
congestion,quantitative genetics,-0.09357,False
care,dependence,0.6396,True
adequately wet (e.g. for plants),minor councillor,0.01002,False
play with an A-list cast,impenetrable,-0.0869,False
to let out (a fart),voluptuous,0.096,False
labour,diligent service,0.625,True
not to be spoken of in the same breath,kowtowing,0.03894,False
Potemkin village,happiness,-0.02908,False
armoured cusk (Hoplobrotula armata),death (of a person),0.03632,False
photogravure,square,0.08307,False
"to shoot (a gun, person, etc.)",lapse,-0.1342,False
gustatory-lacrimal reflex,gusto-lacrimal reflex,0.969,True
Chiba Prefectural Central Museum,Chiba Prefectural Central Museum,1.0,True
temperate,mouth_off,0.1896,False
international relations,external relations,0.7407,True
appointment,demotion,0.1416,False
multiple access,house centipede (Scutigeromorpha spp.),-0.0818,False
admiral,native capital,-0.0746,False
uproar,tumult,0.782,True
catalytic action,good flavour,0.002869,False
to pass judgment (judgement),applicant,0.1016,False
censure,black hood,-0.0595,False
punishment by Buddha,summer time,0.00942,False
scatophagy,winged horse of East Asian mythologies,0.02054,False
night work,flattery,0.05292,False
zealously,burglar (of a house where occupants are present),-0.03424,False
on record,area around the hips,-0.151,False
having lots of,"date (of an event, meeting, etc.)",-0.11914,False
camouflage,intricately inscribed ancient bronze or iron mirror featuring a pair of firebirds,0.1373,False
usual thing,"superficial (polish, knowledge)",0.2426,False
tea field,all at once,0.01643,False
venture capital,"to set (a dial, alarm clock, etc.)",0.01857,False
"special leather belt used in ceremonial court dress, covered in black lacquer and decorated with stones and jewels",that move,0.05673,False
tap (on a touchscreen),Nigerian fraud,-0.1514,False
to consist of,housewives' choral group,0.002403,False
being widespread,untruthful,0.0643,False
overdone,unostentatious,0.02097,False
shadow,shadow,0.9995,True
measure,military order,0.286,False
you,happy birthday,0.1322,False
profuse perspiration,to melt,-0.03412,False
to become numb,artificial harbor,-0.06134,False
"appearance (on the stage, television, etc.)",negative,-0.0939,False
transferral of a sacred object from its place of enshrinement,witness protection programme,0.0464,False
focus,funerary urn,0.0803,False
if,classic car,-0.0762,False
come to think of it,without accident,0.2532,False
crossing out,crossing out,1.0,True
omission,young people who cheer and drink loudly,-0.1118,False
lottery ticket,bra,0.1162,False
to stop raining,citizen's arrest,0.0504,False
association,convention,0.587,False
home straight,ceasing to publish,0.03485,False
spats,pick_up,0.216,False
error-correcting code,ruler,0.1332,False
Shōwa Depression (Japanese part of the Great Depression),talisman,0.00808,False
window grate,vacuolation,0.1127,False
job magazine,rocky cliff,0.009,False
not to mention,let alone,0.7954,True
ebony,evil god,0.0897,False
will,flight-number,0.0694,False
Japanese style restaurant,second crop,0.0691,False
night vision,visiting a bereaved family to offer condolences,-0.01199,False
command frame,context ID,0.00407,False
circumscribed circle,short grain (paper),-0.05252,False
Nihonkai Steamship Co. Ltd.,rolling blackout,0.0617,False
unthinkable,sensitive,0.02066,False
rural,hiatus (from work; esp. in a creative field),0.1173,False
epidural haematoma,Fukui Prefectural Museum of Cultural History,0.0835,False
scouring,mucosal cancer,-0.0943,False
to haul in (hand over hand),idealisation,-0.12244,False
giant crape-myrtle (Lagerstroemia speciosa),current element,0.00862,False
prime contract work,prime contractor,0.6113,True
macrosomic baby,reference book with colour illustrations (color),0.10284,False
cut bamboo,study desk,0.084,False
pirogue (dugout canoe),Fujian,-0.0407,False
Chinese bottletree,powerful deity (sometimes impetuous),0.0896,False
to bear patiently,Matsushou,0.1084,False
to go out of whack,double_up,-0.2695,False
totalization,adding up,0.695,True
no eating or drinking,JANSI,-0.014496,False
vassal,plastic toy (e.g. fish) suspended in a sealed glass tube filled with fluid,0.10504,False
faintly,admirable,0.099,False
to initiate,before and behind,-0.163,False
unsparingly,daughter (of a good family),-0.04874,False
naive,laborer (labourer),0.03745,False
leaving unchecked,sales agent,0.01645,False
excuse,translator,-0.06073,False
educational fund,double_cross,-0.1057,False
Frankfurt School (school of social theory and critical philosophy),"Wood Monkey (21st term of the sexagenary cycle, e.g. 1944, 2004, 2064)",0.06616,False
to distract,to beguile (the time),0.6636,True
mother,abridged notation,-0.03049,False
cannot be helped,to be doing nothing,0.376,False
initiating,acute stress disorder,0.04037,False
meow,futures contract,-0.1805,False
slur_over,digestion (e.g. of words),0.0976,False
patting,sweetener,0.1371,False
tagged (esp. with a price),black cumin,0.04718,False
adorable,iconoclasm,-0.04303,False
powdered coffee creamer,on-the-scene commentator,-0.03748,False
example,unowned,-0.07935,False
to be rampant,sequencing,-0.2805,False
deep crimson,out in 1-2-3 order,0.3298,False
fruitful,slack,-0.01543,False
refutation,refutation,1.0,True
conscription,to lurk,-0.232,False
keen,keen,1.0,True
dismissal,dismissal,0.9995,True
emulsion,every conceivable,-0.173,False
inexpedient,to become hard and fibrous,-0.0796,False
persistence,implacability,0.6177,True
electronic medical record,patterned,-0.1682,False
to talk casually,storm petrel (any bird of family Hydrobatidae),0.01007,False
omission,antagonistic,-0.2275,False
trademark,finish,-0.02411,False
departed spirit,mediator,0.2275,False
Japanese Red Cross College of Nursing,ayu (Plecoglossus altivelis),0.1523,False
bunch,bundle_off,0.6245,True
seed,no,-0.02615,False
urobilin,leatherette,0.1779,False
sliver (strand of loose fibers),no kidding,0.00676,False
welcome,unwelcome,-0.06604,False
we all bleed the same,The Iliad (epic poem attributed to Homer),0.07245,False
intelligent,as a matter of,-0.1438,False
shoe rack,shoe organizer,0.686,True
hardness and softness,grave-site with circular embankment (Jomon period),-0.04013,False
hex key,one percent,0.06085,False
move_on,four o'clock,-0.1153,False
being full,Tokyo International University,0.0659,False
twinkling,starting field which contains the November and/or December 20-point card,-0.04398,False
to keep a diary,acting as an intermediary,-0.0624,False
occupational tax,utilities,0.09015,False
Gui Cang (Yin-period method of Chinese divination),Japanese summer orange,0.1844,False
insignificant,unimportant,0.723,True
stative,employee,0.12054,False
obedient,bad,-0.00878,False
minefield,unbalanced,0.10803,False
thanks for taking care of my loved one,repeated,-0.1284,False
attendance,to train,-0.1869,False
to get mixed up in,to get mixed up in,1.0,True
swimming ability,imperial mausoleum,-0.09454,False
yes and no,solid hydrogen phosphides (a yellow powder),0.03986,False
unforeseen,unforeseen,1.001,True
braconid,same pronunciation,-0.01062,False
"selection (e.g. of poems, texts)",selected extracts,0.7163,True
Japanese yam (variety of Dioscorea japonica),kimono with blue-green lining,0.141,False
ketch rig,overprescription,-0.1192,False
uncertain,flood bypass,0.01997,False
charm,incision,0.15,False
apple of Sodom,eaves,0.02788,False
study camp,majority,-0.02974,False
to follow one's dreams,to pursue one's dreams,0.877,True
extent,mahjong parlor,-0.002985,False
zone of life,reliability,0.08435,False
life of meditation,life of meditation,1.0,True
amount of business,striped mullet (Mugil cephalus),0.05078,False
boxer,metallurgy,0.02556,False
thick voice,guttural voice,0.7046,True
tradition,tradition,1.0,True
psychrophyte,"older and fashionable man (wild-looking, burly, etc.)",-0.05304,False
clock up,nuclear,-0.0867,False
personalized medicine,precision medicine,0.7285,True
higonokami,extraction of terms,-0.05304,False
to pull in,acceptable,0.03275,False
purpose,begin,-0.02069,False
at this time,decay chain,-0.0703,False
leap,to lock,-0.00355,False
capture (of enemy territory),conquest,0.766,True
undergarment,overgarment,0.1131,False
fill,evitable,-0.07263,False
severe,rigid,0.6675,True
"achromatic (colour, color)","cave bear (extinct, Ursus spelaeus)",0.0168,False
help,aid,0.906,True
host bridge,host bridge,1.0,True
playback,colonnade,0.01973,False
wooden plug,tampion,-0.012314,True
repair ship,inequitable,-0.1294,False
to heave,soman (nerve agent),0.0702,False
hold,"new tools (or clothes, etc.)",-0.03458,False
Hiroshima Gas,to be correct,-0.03503,False
Specification of Working Conditions document,stack_up,-0.10565,False
Oishi Tengudo (karuta maker),brief foreword,0.03897,False
to wish to go well,to wish to go well,1.001,True
unmown,"blacktip reef shark (Carcharhinus melanopterus, species of requiem shark mostly found in the Indo-Pacific)",0.1967,False
pressure sensitive diode,assembly to hear a speech,0.11847,False
infinitive mood,dragon fruit,0.003284,False
impossible,alternative fuel,0.02335,False
belt,tumor,0.3296,False
alvar,biological environment based on a limestone plain with thin or no soil,0.4988,True
crossline,lacinato kale,-0.0164,False
to think over,to turn over in one's mind,0.7607,True
Imperial New Year's Poetry Reading,university hospital,0.0622,False
currency unit,should,0.03775,False
hydrodynamics,mercenary point of view,0.0827,False
inner workings,preliminary,0.2505,False
two people,nocturne,-0.06836,False
nutrition,spring camp,-0.07574,False
decease,brute,0.06635,False
impartiality,in a big way,-0.05832,False
landscape ecology,to put up with,0.08154,False
fierce,violent,0.84,True
uncork,saccharin,-0.06122,False
UAE,figure_out,-0.06216,False
tearfully,laugh,0.1605,False
urine cup,indirect free kick (soccer),-0.00785,False
struggle,fight_off,0.877,True
running away,escaping on foot,0.693,True
to part left and right,STD,-0.10443,False
extinguishment,Pristina (Kosovo),-0.012726,False
tortoise shell,American aloe,0.0809,False
bioassay,put_across,0.04932,False
at all costs,previewer,-0.04233,False
A Collection of Tales from Uji,nature,0.02267,False
being at a loss for an answer,construction,-0.05984,False
only,simply,0.821,True
ephemeral thing,pointed roof,-0.0437,False
sectarianism,sectionalism,0.6826,True
single sheet (of paper),rental payment,0.1172,False
suggestion,suggestion,1.0,True
stair,step_out,0.7183,True
unfit,Nagoya Women's University,0.02853,False
texture,Uighur,0.02177,False
unreasonable,chance (to meet someone and start a relationship),0.01996,False
mobile phone application not distributed via an official app store,rotating,-0.00732,False
numeric keypad,after all,-0.05026,False
being born in the year of the Tiger,pride comes before a fall,0.191,False
yield rate,occupation,0.03528,False
cool,heat,0.0819,False
look,look_up,0.9795,True
travel to relieve heartbreak,travel to relieve heartbreak,1.0,True
rustic,lenient,0.1692,False
Asian ginseng (Panax ginseng),(person's) back,0.0422,False
hand feeding (to a machine),Atomi Women's University,0.014046,False
coarse silk from the outside of a cocoon (a type of waste thread),private aircraft,-0.0349,False
signing one's name,medium flame (cooking),-0.0633,False
flying into a rage,small and dirty house,-0.0419,False
rain that comes after a drought,weakening,0.03775,False
swordsmith,bona fide third person,0.0267,False
(riverine) lagoon,overbearing,-0.00664,False
to issue (e.g. an appeal),Sysco,-0.0815,False
to help out of,to falsify,0.2542,False
classical style,compensation,-0.1575,False
Dear (so and so),wired glass,-0.0906,False
baggage,soft-paste porcelain,-0.09576,False
poor defence,to be greatly embarrassed,0.1554,False
AR,ordinary person,-0.02287,False
arithmetic and logic unit,regular grade,0.0423,False
weaken,Japan Folk Narrative Recording Society,0.1923,False
balance,gate money,0.142,False
(ending up as a) lawsuit,court fight,0.8066,True
numerous,numerous,0.9995,True
farming,Buddhist,-0.003765,False
dislike,pulse-jet engine,0.04367,False
paper clip,leaf celery,0.07935,False
"Louisiade tree monitor (Varanus bogerti, species of carnivorous monitor lizard)",pterygotes (winged insects),0.1097,False
unpleasant,comfortable,-0.1302,False
to step out into the world,glower,-0.106,False
pseudogene,within the state,-0.131,False
caretaker government,virtuous,-0.1698,False
first class seat (on a JR train),differential calculus,0.006184,False
you can't give (use) what you don't have,throughout,-0.03903,False
suspension of a meeting,sign_in,0.01532,False
within one,insensible,0.04562,False
warp,curvature,0.822,True
proper quantity,proper dose,0.7085,True
presumptuous,cleaning,0.0541,False
to untangle (hair),inferior,0.02167,False
rosy-cheeked and sweet,meal,0.03763,False
show of force,convict,-0.01663,False
indicates respect,Middendorf's whelk (Buccinum middendorffi),-0.03372,False
members,prewashing,0.04385,False
cockroach,cotton,-0.01039,False
navel orange,to put a hoop on,-0.002243,False
faintly,grandfather,-0.1714,False
narrowly averting death,grace of God,0.1656,False
Mt.,white person,0.07526,False
presidential election,photo-only wedding,0.02478,False
Chinese restaurant syndrome,hair oil,-0.01704,False
to ride someone's coattails,to ride someone's coattails,1.0,True
location,occasion,0.657,True
to bear in mind,Chinese martial art,-0.10144,False
rice husks,rice husks,1.0,True
(Western) archery,bad year (for fruit),-0.07916,False
tree peony (Paeonia suffruticosa),"try a horse by riding him, and judge a man by living with him",0.02289,False
fireplace grate,fireplace grate,1.0,True
fragment of pottery,accepting Association Control Protocol Machine,0.05814,False
inborn,innate,0.813,True
fairly,rough spot,-0.06287,False
late delivery,eternity,0.01888,False
cheese fondue,doing what one is told,-0.1112,False
precisely,inexactly,-0.1371,False
interrogation,answer,0.0007777,False
coach,manager,0.7783,True
electric (light) bulb,translating and explaining,-0.139,False
to be frustrated by impregnable defences,look_for,-0.1271,False
Chinese red head,pose,-0.121,False
seemingly critical,to sit at ease,-0.1896,False
chapter title,service,0.001377,False
anchoring,goa (Procapra picticaudata),0.009865,False
hospice,ventriloquism,0.1691,False
finiteness,sheer precipice,-0.0496,False
foe,to work on (someone),0.01701,False
private talk,sink,-0.02855,False
something disgusting,unlawfulness,0.6772,True
(hole) punch,seductive smile,0.0527,False
effortlessly,transfer of an object of worship,-0.0727,False
knowledge of the world (acquired in the school of hard knocks),New Age (movement),0.1099,False
byroad,byroad,1.0,True
to believe,absorb,-0.077,False
linolenic acid,African wildcat (Felis lybica),0.12396,False
decaliter,not a laughing matter,0.00589,False
feature,pull_back,0.6343,True
labor-intensive industry,concrete,-0.0152,False
independent lawyer,independent lawyer,1.0,True
Enemagra (brand of prostate massage device),securing,0.04462,False
competition,cooperation,0.007042,False
shut,labor and social security attorney,0.0665,False
teleconference,harmony,0.09814,False
no less ... than ...,Matsuyama University,0.01608,False
repp,radioactive series,-0.061,False
paper doll used in purification rites,video conference,-0.03738,False
dissatisfying,utilization,-0.09357,False
sysop,mediated sales,0.04694,False
way of training,duodecimo,-0.1765,False
